,sms,spam,profan,profan-prob,
21,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,FALSE,TRUE,0.640828305,
22,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,FALSE,TRUE,0.593801753,
23,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,FALSE,TRUE,0.591525694,
24,SORRY IM STIL  AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,FALSE,TRUE,0.573322357,
25,"Just looked it up and addie goes back Monday, sucks to be her",FALSE,TRUE,0.571190477,
26,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,FALSE,TRUE,0.570461212,
27,That sucks. I'll go over so u can do my hair. You'll do it free right?,FALSE,TRUE,0.565324664,
28,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,FALSE,TRUE,0.559453955,
29,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",FALSE,TRUE,0.557903792,
30,Stupid.its not possible,FALSE,TRUE,0.549789917,
31,Stupid.its not possible,FALSE,TRUE,0.549789917,
32,Stupid.its not possible,FALSE,TRUE,0.549789917,
33,You'd like that wouldn't you? !,FALSE,TRUE,0.54948982,
34,Lol I would but my mom would  and tell the whole family how  and  I am,FALSE,TRUE,0.546892205,
35,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",FALSE,TRUE,0.54627801,
36,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",FALSE,TRUE,0.54627801,
37,hi baby im sat on the  bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,FALSE,TRUE,0.543082842,
38,Haf u found him? I feel so stupid da v cam was working.,FALSE,TRUE,0.539629897,
39,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,FALSE,TRUE,0.529631818,
40,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,FALSE,TRUE,0.528904967,
41,"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IÂ’LLSPEAK 2U SOONLOTS OF LOVEME XXXX.""",FALSE,TRUE,0.522840704,
42,"cmon babe, make me , ! Txt me  now babe -) Im . All replies cost Â£1.50. 2 cancel send STOP",TRUE,TRUE,0.522607905,
43,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),FALSE,TRUE,0.521950658,
44,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),FALSE,TRUE,0.510399045,
45,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,FALSE,TRUE,0.50411316,
46,Hurry home u . Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,FALSE,TRUE,0.500708439,
47,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,FALSE,FALSE,0.499188273,
48,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",FALSE,FALSE,0.495602525,
49,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,FALSE,FALSE,0.49419369,
50,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,FALSE,FALSE,0.491993469,
51,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz , I'm basically GOOD",FALSE,FALSE,0.491466024,
52,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz , I'm basically GOOD",FALSE,FALSE,0.491466024,
53,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),FALSE,FALSE,0.490852,
54,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",FALSE,FALSE,0.488997214,
55,Stupid auto correct on my phone,FALSE,FALSE,0.478790257,
56,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",FALSE,FALSE,0.470604234,
57,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a  tonight come round if you like.,FALSE,FALSE,0.469714793,
58,i am seeking a  and a . Is that you?,FALSE,FALSE,0.464795628,
59,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",FALSE,FALSE,0.462036026,
60,Go fool dont cheat others ok,FALSE,FALSE,0.457249851,
61,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,FALSE,FALSE,0.456465685,
62,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,FALSE,FALSE,0.456465685,
63,I've been barred from all B and Q stores for life!?This  in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,FALSE,FALSE,0.452359925,
64, :) are you ready to  as well?,FALSE,FALSE,0.448456646,
65,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,FALSE,FALSE,0.447887952,
66,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",FALSE,FALSE,0.444632345,
67,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",FALSE,FALSE,0.444632345,
68,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",FALSE,FALSE,0.444632345,
69,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",FALSE,FALSE,0.444632345,
70,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",FALSE,FALSE,0.441835777,
71,Hey I am really  want to chat or  text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,TRUE,FALSE,0.421551305,
72,Okie but i scared u say i ... Then u dun wan me already...,FALSE,FALSE,0.417493288,
73,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet*  !! I want him now !!,FALSE,FALSE,0.415675288,
74,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,FALSE,FALSE,0.413228747,
75,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,FALSE,FALSE,0.407517781,
76,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,FALSE,FALSE,0.406275815,
77,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,FALSE,FALSE,0.404923413,
78,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,FALSE,FALSE,0.401274178,
79,Where did u go? My phone is gonna die you have to stay in here,FALSE,FALSE,0.401089746,
80,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,FALSE,FALSE,0.399360915,
81,No that just means you have a fat head,FALSE,FALSE,0.396383757,
82,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,FALSE,FALSE,0.392721613,
83,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman  Eleven plus two =Twelve plus one Its Amazing... !:-),FALSE,FALSE,0.391930534,
84,Leave it. U will always be ignorant.,FALSE,FALSE,0.391911156,
85,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my  and send you a teasing kiss from across the sea",FALSE,FALSE,0.389841792,
86,Ugh. Gotta drive back to sd from la. My butt is sore.,FALSE,FALSE,0.389688846,
87,Ya that one is slow as poo,FALSE,FALSE,0.389239981,
88,Lovely smell on this bus and it ain't tobacco...,FALSE,FALSE,0.38908241,
89,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i,FALSE,FALSE,0.38817766,
90,Yeh. Indians was nice. Tho it did  me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,FALSE,FALSE,0.386244677,
91,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",FALSE,FALSE,0.38226412,
92,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,FALSE,FALSE,0.380146039,
93,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),FALSE,FALSE,0.3794543,
94,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",FALSE,FALSE,0.378884202,
95,I send the print  outs da.,FALSE,FALSE,0.377706918,
96,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm,FALSE,FALSE,0.373847133,
97,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,FALSE,FALSE,0.373593536,
98,Jus finish blowing my hair. U finish dinner already?,FALSE,FALSE,0.372952977,
99,Lol wtf random. Btw is that your lunch break,FALSE,FALSE,0.372774782,
100,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",FALSE,FALSE,0.3707181,
101,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",FALSE,FALSE,0.370686901,
102,PICK UR FONE UP NOW U DUMB?,FALSE,FALSE,0.370617068,
103,If I die I want u to have all my stuffs.,FALSE,FALSE,0.368335242,
104,"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",FALSE,FALSE,0.367513488,
105,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go ",FALSE,FALSE,0.367339456,
106,Mmmm.... I cant wait to lick it!,FALSE,FALSE,0.36593936,
107,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,FALSE,FALSE,0.365663986,
108,"Machan you go to gym tomorrow,  i wil come late goodnight.",FALSE,FALSE,0.365540906,
109,I don know account details..i will ask my mom and send you.my mom is out of reach now.,FALSE,FALSE,0.364240926,
110,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,FALSE,FALSE,0.362836932,
111,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,FALSE,FALSE,0.360348813,
112,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,FALSE,FALSE,0.359230446,
113,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,FALSE,FALSE,0.358990508,
114,"Goodnight, sleep well da please take care pa. Please.",FALSE,FALSE,0.357153096,
115,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a  is attributed to me always coming over and making everyone smoke,FALSE,FALSE,0.357087336,
116,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,FALSE,FALSE,0.35688242,
117,A guy who gets used but is too dumb to realize it.,FALSE,FALSE,0.353141709,
118,Did you try making another butt.,FALSE,FALSE,0.352965266,
119,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,FALSE,FALSE,0.351397113,
120,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,FALSE,FALSE,0.347553462,
121,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,FALSE,FALSE,0.347503339,
122,"Come to me, . Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",FALSE,FALSE,0.345821694,
123,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,FALSE,FALSE,0.343142489,
124,You stayin out of trouble stranger!!saw Dave the other day heÂ’s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,FALSE,FALSE,0.342897084,
125,Or ill be a little closer like at the bus stop on the same street,FALSE,FALSE,0.341957002,
126,....photoshop makes my computer shut down.,FALSE,FALSE,0.340265195,
127,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,FALSE,FALSE,0.340264152,
128,"Ill call u 2mrw at ninish, with my address that icky American  wont stop callin me 2 bad Jen k eh?",FALSE,FALSE,0.33988912,
129,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,FALSE,FALSE,0.334383275,
130,DO NOT B LATE LOVE MUM,FALSE,FALSE,0.334270034,
131,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK Â‘MORROW. C U THIS WK? WHO WAS THE MSG 4? Â– RANDOM!,FALSE,FALSE,0.332959041,
132,"""HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X""",FALSE,FALSE,0.332534672,
133,His frens go then he in lor. Not alone wif my mum n sis lor.,FALSE,FALSE,0.33186115,
134,Then mum's repent how?,FALSE,FALSE,0.33186115,
135,Yes watching footie but worried we're going to blow it - Phil Neville?,FALSE,FALSE,0.328248282,
136,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",FALSE,FALSE,0.32810197,
137,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",FALSE,FALSE,0.326914445,
138," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!",FALSE,FALSE,0.326258198,
139,Do u hav any frnd by name ashwini in ur college?,FALSE,FALSE,0.325502929,
140,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,TRUE,FALSE,0.323748565,
141,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,TRUE,FALSE,0.323748565,
142,That's a shame! Maybe cld meet for few hrs tomo?,FALSE,FALSE,0.323700322,
143,Die... Now i have e toot fringe again...,FALSE,FALSE,0.323689559,
144,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,FALSE,FALSE,0.32354252,
145,No my mum went 2 dentist.,FALSE,FALSE,0.321914446,
146,Cause I'm not freaky lol,FALSE,FALSE,0.32181483,
147,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",FALSE,FALSE,0.321527716,
148,Lol. Well quality aint bad at all so i aint complaining,FALSE,FALSE,0.320668573,
149,Both :) i  so get ready!,FALSE,FALSE,0.320256529,
150,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),FALSE,FALSE,0.317638821,
151,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,FALSE,FALSE,0.317327577,
152,Tell them u have a headache and just want to use 1 hour of sick time.,FALSE,FALSE,0.316851951,
153,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",FALSE,FALSE,0.315602416,
154,Should i send you naughty pix? :),FALSE,FALSE,0.315132339,
155,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, . I miss you too ... *teasing kiss*",FALSE,FALSE,0.314877381,
156,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,FALSE,FALSE,0.314264962,
157,"Hurry up, I've been weed-deficient for like three days",FALSE,FALSE,0.314009005,
158,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",FALSE,FALSE,0.312786327,
159,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,TRUE,FALSE,0.311752827,
160,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",FALSE,FALSE,0.310763276,
161,Hey are we going for the lo lesson or gym?,FALSE,FALSE,0.310217572,
162,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,FALSE,FALSE,0.309043101,
163,I'm stuck in da middle of da row on da right hand side of da lt...,FALSE,FALSE,0.307253592,
164,And of course you should make a stink!,FALSE,FALSE,0.306756172,
165,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",FALSE,FALSE,0.306554956,
166,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",FALSE,FALSE,0.305391605,
167,2mro i am not coming to gym machan. Goodnight.,FALSE,FALSE,0.303974855,
168,But am going to college pa. What to do. are else ill come there it self. Pa.,FALSE,FALSE,0.303712249,
169,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",FALSE,FALSE,0.303533743,
170,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,FALSE,FALSE,0.301674266,
171,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,TRUE,FALSE,0.30144375,
172,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,TRUE,FALSE,0.30144375,
173,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,TRUE,FALSE,0.30144375,
174,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,FALSE,FALSE,0.300390767,
175,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,FALSE,FALSE,0.299542479,
176,Those . If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,FALSE,FALSE,0.298332938,
177,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),FALSE,FALSE,0.296638852,
178,"""Life is nothing wen v get everything"". But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",FALSE,FALSE,0.296196168,
179,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,FALSE,FALSE,0.295970465,
180,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",FALSE,FALSE,0.295521795,
181,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,TRUE,FALSE,0.295191465,
182,"IÂ’m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",FALSE,FALSE,0.294855388,
183,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",TRUE,FALSE,0.294331057,
184,Call him and say you not coming today ok and tell them not to fool me like this ok,FALSE,FALSE,0.294266163,
185,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",FALSE,FALSE,0.294106695,
186,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",FALSE,FALSE,0.294106695,
187,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Â‘rents mayb interested in it, I hav 12,000pes, so around Â£48, tb, James.",FALSE,FALSE,0.294053225,
188,Gud mrng dear hav a nice day,FALSE,FALSE,0.293379047,
189,Gud mrng dear hav a nice day,FALSE,FALSE,0.293379047,
190,Gud mrng dear hav a nice day,FALSE,FALSE,0.293379047,
191,Thts god's gift for birds as humans hav some natural gift frm god..,FALSE,FALSE,0.292402069,
192,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,FALSE,FALSE,0.292233512,
193,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,FALSE,FALSE,0.291555465,
194,I'm very happy for you babe ! Woo hoo party on dude!,FALSE,FALSE,0.28966388,
195,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,FALSE,FALSE,0.287593409,
196,Man this bus is so so so slow. I think you're gonna get there before me,FALSE,FALSE,0.287491478,
197,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",FALSE,FALSE,0.287292358,
198,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",FALSE,FALSE,0.287292358,
199,Great! I  so get ready!,FALSE,FALSE,0.286912031,
200,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,FALSE,FALSE,0.286897514,
201,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,FALSE,FALSE,0.286364133,
202,Hey ! Don't forget ...  ... MMM ... *childish smile* ...,FALSE,FALSE,0.285402976,
203,Am i that much dirty fellow?,FALSE,FALSE,0.282999395,
204,Great comedy..cant stop laughing da:),FALSE,FALSE,0.281947614,
205,Sorry da. I gone mad so many pending works what to do.,FALSE,FALSE,0.28085357,
206,"Miss ya, need ya, want ya, love ya.",FALSE,FALSE,0.280348201,
207,"""Hey! do u fancy meetin me at 4 at cha Â– hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x""",FALSE,FALSE,0.280106566,
208,Gain the .dont demand it.i am trying as husband too.Lets see,FALSE,FALSE,0.277693697,
209,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,FALSE,FALSE,0.277170303,
210,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll !!",FALSE,FALSE,0.276721814,
211,Mom wants to know where you at,FALSE,FALSE,0.27530778,
212,Yes! I am a one woman man! Please tell me ...,FALSE,FALSE,0.275115938,
213,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,FALSE,FALSE,0.274155458,
214,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,FALSE,FALSE,0.273849338,
215,Go chase after her and ,FALSE,FALSE,0.273693204,
216,Pls she needs to dat slowly or she will vomit more.,FALSE,FALSE,0.273287697,
217,Horrible bf... I now v hungry...,FALSE,FALSE,0.272235163,
218,Waiting in e car 4 my mum lor. U leh? Reach home already?,FALSE,FALSE,0.271950898,
219,Goodnight da thangam I really miss u dear.,FALSE,FALSE,0.271043615,
220,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",FALSE,FALSE,0.270965681,
221,Lol for real. She told my dad I have cancer,FALSE,FALSE,0.270704372,
222,U WILL SWITCH YOUR FONE ON DAMMIT!!,FALSE,FALSE,0.270590068,
223,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",FALSE,FALSE,0.270157586,
224,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,FALSE,FALSE,0.270141905,
